rank,rank_offset,global_draw_position,mixed_dataset_index,dataset,child_index,sample_id
1,31,1934,487,rio,487,scene0201_01-scene0201_00
1,32,2084,1731,scannet,557,scene0303_02
1,33,909,443,rio,443,scene0187_01-scene0187_00
1,34,1729,1473,scannet,299,scene0160_04
1,35,1048,102,rio,102,scene0043_01-scene0043_00
1,36,2046,428,rio,428,scene0183_00-scene0183_03
1,37,1489,1022,rio,1022,scene0423_07-scene0423_02
1,38,634,373,rio,373,scene0165_00-scene0165_01
1,39,1988,1504,scannet,330,scene0177_00
1,40,506,219,rio,219,scene0093_00-scene0093_01
1,41,551,1260,scannet,86,scene0045_01
1,42,350,1784,scannet,610,scene0340_00
1,43,1258,989,rio,989,scene0408_00-scene0408_01
1,44,1940,848,rio,848,scene0348_00-scene0348_01
1,45,1107,237,rio,237,scene0101_02-scene0101_00
1,46,328,210,rio,210,scene0088_01-scene0088_02
1,47,1409,2247,scannet,1073,scene0611_01
1,48,427,468,rio,468,scene0196_02-scene0196_04
1,49,596,796,rio,796,scene0327_03-scene0327_00
1,50,36,945,rio,945,scene0392_01-scene0392_00
1,51,1579,2179,scannet,1005,scene0570_02
1,52,1738,1022,rio,1022,scene0423_07-scene0423_02
1,53,400,1375,scannet,201,scene0109_01
1,54,1103,500,rio,500,scene0207_00-scene0207_01
1,55,173,2148,scannet,974,scene0545_01
1,56,2019,376,rio,376,scene0166_01-scene0166_00
1,57,640,1731,scannet,557,scene0303_02
1,58,1609,652,rio,652,scene0271_01-scene0271_00
1,59,1148,2090,scannet,916,scene0514_00
1,60,120,248,rio,248,scene0105_01-scene0105_00
1,61,2055,303,rio,303,scene0128_01-scene0128_00
1,62,292,1578,scannet,404,scene0220_00
1,63,699,1868,scannet,694,scene0387_02
1,64,1186,771,rio,771,scene0317_02-scene0317_03
1,65,1163,925,rio,925,scene0378_01-scene0378_00
1,66,1914,1721,scannet,547,scene0298_00
1,67,331,1681,scannet,507,scene0279_01
1,68,1332,1134,rio,1134,scene0464_00-scene0464_01
1,69,232,840,rio,840,scene0344_00-scene0344_03
1,70,265,172,rio,172,scene0073_01-scene0073_00
1,71,1951,2119,scannet,945,scene0529_02
1,72,1405,1417,scannet,243,scene0127_00
1,73,1620,1245,scannet,71,scene0039_00
1,74,1024,253,rio,253,scene0107_01-scene0107_00
1,75,1328,11,rio,11,scene0004_03-scene0004_00
1,76,1512,2299,scannet,1125,scene0642_01
1,77,1392,2337,scannet,1163,scene0673_05
1,78,2033,710,rio,710,scene0294_00-scene0294_02
1,79,1295,1091,rio,1091,scene0444_01-scene0444_00
1,80,491,2089,scannet,915,scene0513_00
1,81,1809,221,rio,221,scene0094_00-scene0094_01
1,82,550,804,rio,804,scene0331_01-scene0331_02
1,83,1888,57,rio,57,scene0022_01-scene0022_00
1,84,299,1028,rio,1028,scene0424_01-scene0424_00
1,85,424,540,rio,540,scene0223_02-scene0223_01
1,86,1873,1871,scannet,697,scene0390_00
1,87,1035,1191,scannet,17,scene0008_00
1,88,683,407,rio,407,scene0175_05-scene0175_03
1,89,397,715,rio,715,scene0295_01-scene0295_00
1,90,2073,170,rio,170,scene0072_02-scene0072_00
1,91,1481,669,rio,669,scene0276_04-scene0276_00
1,92,45,2352,scannet,1178,scene0682_00
1,93,765,589,rio,589,scene0244_00-scene0244_02
1,94,1494,1417,scannet,243,scene0127_00
1,95,1751,821,rio,821,scene0337_03-scene0337_01
1,96,73,631,rio,631,scene0261_02-scene0261_01
1,97,893,842,rio,842,scene0344_02-scene0344_00
1,98,711,2367,scannet,1193,scene0703_00
1,99,28,1321,scannet,147,scene0079_01
1,100,1963,31,rio,31,scene0008_03-scene0008_01
1,101,943,403,rio,403,scene0175_01-scene0175_07
1,102,59,897,rio,897,scene0366_01-scene0366_04
1,103,1465,1777,scannet,603,scene0335_02
1,104,1133,721,rio,721,scene0297_00-scene0297_01
1,105,104,2306,scannet,1132,scene0649_01
1,106,878,1031,rio,1031,scene0424_04-scene0424_01
1,107,439,1016,rio,1016,scene0423_01-scene0423_11
1,108,507,226,rio,226,scene0096_00-scene0096_02
1,109,1563,2333,scannet,1159,scene0673_01
1,110,1077,1309,scannet,135,scene0073_01
1,111,2075,2288,scannet,1114,scene0634_00
1,112,2069,1562,scannet,388,scene0211_01
1,113,1072,1159,rio,1159,scene0473_01-scene0473_03
1,114,661,747,rio,747,scene0308_00-scene0308_02
1,115,837,275,rio,275,scene0117_00-scene0117_01
1,116,697,1187,scannet,13,scene0006_00
1,117,729,1046,rio,1046,scene0427_02-scene0427_01
1,118,23,158,rio,158,scene0067_03-scene0067_00
1,119,1919,1409,scannet,235,scene0123_01
1,120,285,380,rio,380,scene0167_02-scene0167_00
1,121,75,1349,scannet,175,scene0096_02
1,122,705,482,rio,482,scene0198_04-scene0198_05
1,123,1433,219,rio,219,scene0093_00-scene0093_01
1,124,789,1139,rio,1139,scene0465_02-scene0465_01
1,125,1950,527,rio,527,scene0217_05-scene0217_01
1,126,1340,2111,scannet,937,scene0525_01
1,127,1339,1331,scannet,157,scene0087_01
1,128,1122,416,rio,416,scene0176_06-scene0176_00
1,129,414,980,rio,980,scene0405_00-scene0405_01
1,130,784,437,rio,437,scene0186_00-scene0186_04
1,131,504,691,rio,691,scene0286_00-scene0286_01
1,132,1302,1547,scannet,373,scene0204_00
1,133,459,2234,scannet,1060,scene0601_01
1,134,633,69,rio,69,scene0027_01-scene0027_00
1,135,568,2144,scannet,970,scene0543_01
1,136,500,1265,scannet,91,scene0051_00
1,137,210,2176,scannet,1002,scene0569_01
1,138,787,504,rio,504,scene0211_00-scene0211_01
1,139,2048,560,rio,560,scene0232_00-scene0232_01
1,140,1644,2331,scannet,1157,scene0672_01
1,141,532,687,rio,687,scene0284_00-scene0284_01
1,142,441,367,rio,367,scene0163_01-scene0163_00
1,143,1875,679,rio,679,scene0278_01-scene0278_00
1,144,922,1965,scannet,791,scene0446_00
1,145,1952,299,rio,299,scene0127_01-scene0127_02
1,146,1111,356,rio,356,scene0158_00-scene0158_02
1,147,1761,1193,scannet,19,scene0009_01
1,148,1147,115,rio,115,scene0049_00-scene0049_02
1,149,462,1328,scannet,154,scene0085_00
1,150,1119,1724,scannet,550,scene0301_00
1,151,460,1032,rio,1032,scene0424_05-scene0424_03
1,152,709,1634,scannet,460,scene0255_01
1,153,2041,1454,scannet,280,scene0151_00
1,154,340,185,rio,185,scene0078_02-scene0078_00
1,155,749,586,rio,586,scene0243_01-scene0243_02
1,156,1236,948,rio,948,scene0394_00-scene0394_01
1,157,1674,508,rio,508,scene0212_02-scene0212_00
1,158,1969,1573,scannet,399,scene0215_01
1,159,339,1006,rio,1006,scene0417_00-scene0417_01
1,160,394,876,rio,876,scene0361_00-scene0361_03
1,161,1530,1730,scannet,556,scene0303_01
1,162,410,951,rio,951,scene0394_03-scene0394_00
1,163,782,949,rio,949,scene0394_01-scene0394_02
1,164,393,569,rio,569,scene0234_05-scene0234_04
1,165,1275,2251,scannet,1077,scene0613_01
1,166,1480,81,rio,81,scene0033_00-scene0033_01
1,167,1204,1132,rio,1132,scene0463_01-scene0463_02
1,168,1123,335,rio,335,scene0146_00-scene0146_01
1,169,449,1370,scannet,196,scene0106_01
1,170,1211,21,rio,21,scene0006_03-scene0006_01
1,171,1510,794,rio,794,scene0327_01-scene0327_03
1,172,1883,237,rio,237,scene0101_02-scene0101_00
1,173,486,989,rio,989,scene0408_00-scene0408_01
1,174,1900,2152,scannet,978,scene0547_01
1,175,1899,337,rio,337,scene0147_00-scene0147_01
1,176,719,1139,rio,1139,scene0465_02-scene0465_01
1,177,1581,1268,scannet,94,scene0051_03
1,178,1358,570,rio,570,scene0234_06-scene0234_01
1,179,742,1877,scannet,703,scene0393_01
1,180,970,301,rio,301,scene0127_03-scene0127_00
1,181,1598,256,rio,256,scene0108_01-scene0108_03
1,182,889,1362,scannet,188,scene0102_01
1,183,413,314,rio,314,scene0135_01-scene0135_00
1,184,2015,1515,scannet,341,scene0182_01
1,185,2027,2010,scannet,836,scene0469_01
1,186,873,99,rio,99,scene0042_00-scene0042_01
1,187,1823,1600,scannet,426,scene0235_00
1,188,700,90,rio,90,scene0036_01-scene0036_00
1,189,852,780,rio,780,scene0322_01-scene0322_00
1,190,496,1652,scannet,478,scene0264_02
1,191,710,1231,scannet,57,scene0032_00
1,192,523,503,rio,503,scene0208_01-scene0208_00
1,193,1479,825,rio,825,scene0341_00-scene0341_01
1,194,325,448,rio,448,scene0188_01-scene0188_03
1,195,1356,1955,scannet,781,scene0439_01
1,196,1297,34,rio,34,scene0011_01-scene0011_02
1,197,2031,1690,scannet,516,scene0283_00
1,198,1284,358,rio,358,scene0158_02-scene0158_03
1,199,1513,561,rio,561,scene0232_01-scene0232_00
1,200,958,315,rio,315,scene0136_00-scene0136_01
1,201,1367,923,rio,923,scene0377_01-scene0377_00
1,202,836,292,rio,292,scene0125_00-scene0125_01
1,203,1535,1837,scannet,663,scene0370_01
1,204,454,1966,scannet,792,scene0446_01
1,205,934,419,rio,419,scene0177_01-scene0177_00
1,206,197,885,rio,885,scene0363_00-scene0363_01
1,207,311,244,rio,244,scene0104_01-scene0104_03
1,208,318,1852,scannet,678,scene0380_00
1,209,2000,2105,scannet,931,scene0523_00
1,210,701,682,rio,682,scene0281_01-scene0281_00
1,211,1088,987,rio,987,scene0407_02-scene0407_00
1,212,1060,652,rio,652,scene0271_01-scene0271_00
1,213,963,1837,scannet,663,scene0370_01
1,214,582,2222,scannet,1048,scene0592_01
1,215,653,2148,scannet,974,scene0545_01
1,216,219,921,rio,921,scene0376_01-scene0376_00
1,217,1366,299,rio,299,scene0127_01-scene0127_02
1,218,1448,1242,scannet,68,scene0038_00
1,219,488,156,rio,156,scene0067_01-scene0067_02
1,220,1451,2207,scannet,1033,scene0586_02
1,221,1924,1475,scannet,301,scene0161_01
1,222,1979,1773,scannet,599,scene0332_02
1,223,1417,672,rio,672,scene0277_02-scene0277_07
1,224,1492,131,rio,131,scene0057_01-scene0057_02
1,225,799,356,rio,356,scene0158_00-scene0158_02
1,226,1625,289,rio,289,scene0123_04-scene0123_02
1,227,1961,1410,scannet,236,scene0123_02
1,228,1234,1440,scannet,266,scene0141_01
1,229,1502,895,rio,895,scene0365_02-scene0365_00
1,230,272,2000,scannet,826,scene0464_00
1,231,844,547,rio,547,scene0226_00-scene0226_01
1,232,861,1403,scannet,229,scene0121_00
1,233,520,922,rio,922,scene0377_00-scene0377_01
1,234,1311,2364,scannet,1190,scene0694_01
1,235,1928,2080,scannet,906,scene0509_00
1,236,1596,295,rio,295,scene0125_03-scene0125_00
1,237,1856,505,rio,505,scene0211_01-scene0211_00
1,238,637,861,rio,861,scene0354_00-scene0354_02
1,239,927,1026,rio,1026,scene0423_11-scene0423_05
1,240,791,993,rio,993,scene0411_02-scene0411_00
1,241,763,933,rio,933,scene0384_01-scene0384_00
1,242,1814,194,rio,194,scene0083_01-scene0083_02
1,243,534,2240,scannet,1066,scene0604_02
1,244,1819,1668,scannet,494,scene0271_00
1,245,722,502,rio,502,scene0208_00-scene0208_01
1,246,1976,2360,scannet,1186,scene0692_02
1,247,1317,1575,scannet,401,scene0218_00
1,248,1187,1495,scannet,321,scene0172_00
1,249,448,79,rio,79,scene0032_02-scene0032_01
1,250,158,1315,scannet,141,scene0075_00
1,251,196,2181,scannet,1007,scene0571_01
1,252,355,806,rio,806,scene0332_00-scene0332_01
1,253,638,1860,scannet,686,scene0383_02
1,254,1414,1753,scannet,579,scene0319_00
1,255,1018,1582,scannet,408,scene0223_01
1,256,1617,1998,scannet,824,scene0463_00
1,257,1228,1913,scannet,739,scene0411_02
1,258,681,2078,scannet,904,scene0508_01
1,259,1252,1273,scannet,99,scene0054_00
1,260,1112,2166,scannet,992,scene0560_00
1,261,1016,391,rio,391,scene0172_01-scene0172_00
1,262,166,823,rio,823,scene0338_01-scene0338_00
1,263,2078,1604,scannet,430,scene0237_01
1,264,1626,221,rio,221,scene0094_00-scene0094_01
1,265,1167,253,rio,253,scene0107_01-scene0107_00
1,266,1794,1205,scannet,31,scene0016_01
1,267,1043,1721,scannet,547,scene0298_00
1,268,1225,248,rio,248,scene0105_01-scene0105_00
1,269,1533,1125,rio,1125,scene0458_02-scene0458_01
1,270,536,542,rio,542,scene0224_01-scene0224_00
1,271,1261,1344,scannet,170,scene0093_01
1,272,2044,2241,scannet,1067,scene0605_00
1,273,1575,1289,scannet,115,scene0061_01
1,274,1079,312,rio,312,scene0134_01-scene0134_00
1,275,1556,790,rio,790,scene0326_01-scene0326_02
1,276,479,2061,scannet,887,scene0499_00
1,277,1223,1088,rio,1088,scene0443_01-scene0443_02
1,278,338,1817,scannet,643,scene0361_02
1,279,807,1780,scannet,606,scene0337_00
1,280,962,2020,scannet,846,scene0473_00
1,281,1378,40,rio,40,scene0014_00-scene0014_01
1,282,1560,1242,scannet,68,scene0038_00
1,283,788,689,rio,689,scene0285_00-scene0285_01
1,284,1828,1518,scannet,344,scene0184_00
1,285,1807,652,rio,652,scene0271_01-scene0271_00
1,286,1993,813,rio,813,scene0335_01-scene0335_00
1,287,1109,1495,scannet,321,scene0172_00
1,288,1281,1290,scannet,116,scene0062_00
1,289,32,1985,scannet,811,scene0452_02
1,290,708,79,rio,79,scene0032_02-scene0032_01
1,291,1808,1689,scannet,515,scene0282_02
1,292,514,2126,scannet,952,scene0534_00
1,293,706,733,rio,733,scene0303_02-scene0303_00
1,294,607,1630,scannet,456,scene0253_00
1,295,213,1369,scannet,195,scene0106_00
1,296,505,1879,scannet,705,scene0394_00
1,297,992,142,rio,142,scene0063_00-scene0063_02
1,298,1404,383,rio,383,scene0169_00-scene0169_01
1,299,1080,919,rio,919,scene0375_02-scene0375_00
1,300,1882,1381,scannet,207,scene0111_02
1,301,76,1682,scannet,508,scene0279_02
1,302,769,176,rio,176,scene0075_01-scene0075_00
1,303,1867,733,rio,733,scene0303_02-scene0303_00
1,304,820,263,rio,263,scene0113_00-scene0113_01
1,305,1463,1879,scannet,705,scene0394_00
1,306,1622,1018,rio,1018,scene0423_03-scene0423_07
1,307,2094,102,rio,102,scene0043_01-scene0043_00
1,308,925,75,rio,75,scene0031_00-scene0031_01
1,309,1376,1748,scannet,574,scene0313_02
1,310,1871,313,rio,313,scene0135_00-scene0135_01
1,311,145,1602,scannet,428,scene0236_01
1,312,1322,860,rio,860,scene0353_02-scene0353_00
1,313,138,2099,scannet,925,scene0517_02
1,314,38,2356,scannet,1182,scene0691_00
1,315,1407,414,rio,414,scene0176_04-scene0176_07
1,316,377,293,rio,293,scene0125_01-scene0125_02
1,317,1843,568,rio,568,scene0234_04-scene0234_06
1,318,1065,839,rio,839,scene0343_07-scene0343_02
1,319,2039,2268,scannet,1094,scene0625_01
1,320,151,645,rio,645,scene0266_01-scene0266_00
1,321,16,1981,scannet,807,scene0451_04
1,322,1708,1883,scannet,709,scene0395_02
1,323,659,146,rio,146,scene0064_01-scene0064_00
1,324,156,419,rio,419,scene0177_01-scene0177_00
1,325,1638,1323,scannet,149,scene0080_01
1,326,98,428,rio,428,scene0183_00-scene0183_03
1,327,599,1358,scannet,184,scene0101_03
1,328,823,693,rio,693,scene0287_00-scene0287_01
1,329,623,721,rio,721,scene0297_00-scene0297_01
1,330,2002,1616,scannet,442,scene0242_02
1,331,1595,246,rio,246,scene0104_03-scene0104_02
1,332,1470,848,rio,848,scene0348_00-scene0348_01
1,333,176,2073,scannet,899,scene0505_03
1,334,1646,1186,scannet,12,scene0005_01
1,335,1104,756,rio,756,scene0313_00-scene0313_02
1,336,694,879,rio,879,scene0361_03-scene0361_04
1,337,1015,2104,scannet,930,scene0522_00
1,338,644,1104,rio,1104,scene0448_01-scene0448_00
1,339,1475,1058,rio,1058,scene0432_03-scene0432_01
1,340,87,804,rio,804,scene0331_01-scene0331_02
1,341,174,288,rio,288,scene0123_03-scene0123_01
1,342,235,1599,scannet,425,scene0234_00
1,343,648,789,rio,789,scene0326_00-scene0326_01
1,344,702,1664,scannet,490,scene0269_02
1,345,1083,1765,scannet,591,scene0325_01
1,346,2090,842,rio,842,scene0344_02-scene0344_00
1,347,2,853,rio,853,scene0351_02-scene0351_01
1,348,777,368,rio,368,scene0164_00-scene0164_01
1,349,1287,1677,scannet,503,scene0275_00
1,350,1826,946,rio,946,scene0393_00-scene0393_01
1,351,94,1913,scannet,739,scene0411_02
1,352,1116,806,rio,806,scene0332_00-scene0332_01
1,353,877,355,rio,355,scene0157_01-scene0157_00
1,354,1921,1583,scannet,409,scene0223_02
1,355,2050,1172,rio,1172,scene0477_00-scene0477_01
1,356,443,1384,scannet,210,scene0112_02
1,357,716,1897,scannet,723,scene0403_00
1,358,1071,1494,scannet,320,scene0171_01
1,359,533,2214,scannet,1040,scene0588_02
1,360,1656,898,rio,898,scene0366_02-scene0366_00
1,361,432,766,rio,766,scene0315_01-scene0315_00
1,362,1744,1702,scannet,528,scene0289_01
1,363,420,1507,scannet,333,scene0178_00
1,364,184,697,rio,697,scene0287_04-scene0287_00
1,365,1768,978,rio,978,scene0404_02-scene0404_03
1,366,1748,2291,scannet,1117,scene0637_00
1,367,1114,903,rio,903,scene0368_00-scene0368_01
1,368,204,1659,scannet,485,scene0268_00
1,369,182,491,rio,491,scene0203_00-scene0203_01
1,370,1778,976,rio,976,scene0404_00-scene0404_02
1,371,1045,964,rio,964,scene0401_01-scene0401_00
1,372,159,117,rio,117,scene0049_02-scene0049_01
1,373,257,241,rio,241,scene0103_00-scene0103_01
1,374,1959,1744,scannet,570,scene0312_01
1,375,368,1441,scannet,267,scene0141_02
1,376,251,2339,scannet,1165,scene0674_01
1,377,1805,2317,scannet,1143,scene0661_00
1,378,819,1960,scannet,786,scene0443_00
1,379,1296,424,rio,424,scene0181_00-scene0181_01
1,380,755,2159,scannet,985,scene0554_01
1,381,1582,882,rio,882,scene0362_01-scene0362_03
1,382,1498,860,rio,860,scene0353_02-scene0353_00
1,383,2066,89,rio,89,scene0036_00-scene0036_01
1,384,1523,1787,scannet,613,scene0341_00
1,385,1631,1587,scannet,413,scene0226_01
1,386,2072,503,rio,503,scene0208_01-scene0208_00
1,387,1224,1343,scannet,169,scene0093_00
1,388,1515,1278,scannet,104,scene0056_01
1,389,1370,1829,scannet,655,scene0367_00
1,390,175,516,rio,516,scene0216_00-scene0216_02
1,391,1152,1038,rio,1038,scene0426_02-scene0426_05
1,392,1554,423,rio,423,scene0179_01-scene0179_00
1,393,920,586,rio,586,scene0243_01-scene0243_02
1,394,2009,59,rio,59,scene0023_01-scene0023_02
1,395,1347,1253,scannet,79,scene0042_02
1,396,1916,1490,scannet,316,scene0170_00
1,397,192,1409,scannet,235,scene0123_01
1,398,234,1304,scannet,130,scene0071_00
1,399,387,1716,scannet,542,scene0296_00
1,400,1576,967,rio,967,scene0402_01-scene0402_02
1,401,1771,758,rio,758,scene0313_02-scene0313_01
1,402,955,2342,scannet,1168,scene0676_00
1,403,1683,1004,rio,1004,scene0416_01-scene0416_02
1,404,1372,109,rio,109,scene0047_00-scene0047_02
1,405,1642,695,rio,695,scene0287_02-scene0287_04
1,406,1984,149,rio,149,scene0065_02-scene0065_01
1,407,444,1323,scannet,149,scene0080_01
1,408,1557,1409,scannet,235,scene0123_01
1,409,785,1490,scannet,316,scene0170_00
1,410,1813,903,rio,903,scene0368_00-scene0368_01
1,411,1806,288,rio,288,scene0123_03-scene0123_01
1,412,374,939,rio,939,scene0387_01-scene0387_00
1,413,463,1981,scannet,807,scene0451_04
1,414,1096,873,rio,873,scene0357_02-scene0357_01
1,415,194,197,rio,197,scene0083_04-scene0083_00
1,416,964,568,rio,568,scene0234_04-scene0234_06
1,417,2006,1314,scannet,140,scene0074_02
1,418,1472,8,rio,8,scene0004_00-scene0004_01
1,419,2040,300,rio,300,scene0127_02-scene0127_03
1,420,1931,56,rio,56,scene0022_00-scene0022_01
1,421,1175,988,rio,988,scene0407_03-scene0407_02
1,422,1627,302,rio,302,scene0128_00-scene0128_01
1,423,1023,1664,scannet,490,scene0269_02
1,424,2017,123,rio,123,scene0053_01-scene0053_00
1,425,101,142,rio,142,scene0063_00-scene0063_02
1,426,898,2060,scannet,886,scene0498_02
1,427,971,1331,scannet,157,scene0087_01
1,428,296,1880,scannet,706,scene0394_01
1,429,372,276,rio,276,scene0117_01-scene0117_00
1,430,1849,1056,rio,1056,scene0432_01-scene0432_00
1,431,1559,945,rio,945,scene0392_01-scene0392_00
1,432,1985,270,rio,270,scene0116_01-scene0116_02
1,433,178,1073,rio,1073,scene0437_00-scene0437_01
1,434,1478,1267,scannet,93,scene0051_02
1,435,215,87,rio,87,scene0035_00-scene0035_01
1,436,436,2339,scannet,1165,scene0674_01
1,437,1231,1555,scannet,381,scene0206_02
1,438,1202,1194,scannet,20,scene0009_02
1,439,86,2150,scannet,976,scene0546_00
1,440,1172,563,rio,563,scene0233_01-scene0233_00
1,441,1701,1053,rio,1053,scene0431_00-scene0431_01
1,442,1954,1482,scannet,308,scene0165_02
1,443,956,400,rio,400,scene0174_05-scene0174_02
1,444,696,715,rio,715,scene0295_01-scene0295_00
1,445,1377,97,rio,97,scene0041_01-scene0041_02
1,446,1977,271,rio,271,scene0116_02-scene0116_00
1,447,1226,2135,scannet,961,scene0539_02
1,448,1039,224,rio,224,scene0095_01-scene0095_00
1,449,1760,372,rio,372,scene0164_04-scene0164_03
1,450,797,1686,scannet,512,scene0281_00
1,451,1127,682,rio,682,scene0281_01-scene0281_00
1,452,287,1819,scannet,645,scene0362_01
1,453,527,1495,scannet,321,scene0172_00
1,454,802,1669,scannet,495,scene0271_01
1,455,29,1259,scannet,85,scene0045_00
1,456,1594,1191,scannet,17,scene0008_00
1,457,778,1085,rio,1085,scene0442_03-scene0442_01
1,458,1185,1297,scannet,123,scene0067_00
1,459,906,1333,scannet,159,scene0089_00
1,460,69,186,rio,186,scene0081_00-scene0081_01
1,461,655,1249,scannet,75,scene0041_00
1,462,1450,2177,scannet,1003,scene0570_00
1,463,668,412,rio,412,scene0176_02-scene0176_06
1,464,1872,1931,scannet,757,scene0420_01
1,465,1293,751,rio,751,scene0311_01-scene0311_00
1,466,282,1264,scannet,90,scene0049_00
1,467,617,325,rio,325,scene0141_03-scene0141_00
1,468,1260,1983,scannet,809,scene0452_00
1,469,1573,1006,rio,1006,scene0417_00-scene0417_01
1,470,2013,1343,scannet,169,scene0093_00
1,471,17,936,rio,936,scene0386_00-scene0386_01
1,472,1182,687,rio,687,scene0284_00-scene0284_01
1,473,1929,2298,scannet,1124,scene0642_00
1,474,656,309,rio,309,scene0133_00-scene0133_01
1,475,412,743,rio,743,scene0306_03-scene0306_01
1,476,840,703,rio,703,scene0292_00-scene0292_02
1,477,2071,1508,scannet,334,scene0179_00
1,478,772,196,rio,196,scene0083_03-scene0083_04
1,479,509,1807,scannet,633,scene0352_01
1,480,1271,449,rio,449,scene0188_02-scene0188_01
1,481,1562,1459,scannet,285,scene0155_00
1,482,615,1591,scannet,417,scene0229_01
1,483,779,175,rio,175,scene0075_00-scene0075_01
1,484,1578,808,rio,808,scene0333_00-scene0333_01
1,485,72,1990,scannet,816,scene0456_00
1,486,725,1080,rio,1080,scene0441_01-scene0441_02
1,487,682,456,rio,456,scene0193_01-scene0193_00
1,488,1853,280,rio,280,scene0121_01-scene0121_02
1,489,200,489,rio,489,scene0202_01-scene0202_02
1,490,990,1837,scannet,663,scene0370_01
1,491,1944,1629,scannet,455,scene0252_00
1,492,821,1757,scannet,583,scene0320_03
1,493,1078,593,rio,593,scene0245_02-scene0245_00
1,494,1703,1146,rio,1146,scene0467_03-scene0467_01
1,495,942,983,rio,983,scene0406_01-scene0406_00
1,496,601,768,rio,768,scene0316_01-scene0316_00
1,497,665,1380,scannet,206,scene0111_01
1,498,264,1576,scannet,402,scene0218_01
1,499,451,1952,scannet,778,scene0437_01
1,500,1488,2311,scannet,1137,scene0656_01
1,501,686,1984,scannet,810,scene0452_01
1,502,351,440,rio,440,scene0186_03-scene0186_01
1,503,1641,355,rio,355,scene0157_01-scene0157_00
1,504,40,323,rio,323,scene0141_01-scene0141_02
1,505,1053,849,rio,849,scene0348_01-scene0348_02
1,506,415,2230,scannet,1056,scene0600_00
1,507,131,530,rio,530,scene0218_02-scene0218_03
1,508,307,1746,scannet,572,scene0313_00
1,509,70,276,rio,276,scene0117_01-scene0117_00
1,510,567,772,rio,772,scene0317_03-scene0317_00
1,511,1423,1908,scannet,734,scene0409_01
1,512,1396,2328,scannet,1154,scene0669_00
1,513,616,2196,scannet,1022,scene0581_02
1,514,996,291,rio,291,scene0124_01-scene0124_00
1,515,1473,1858,scannet,684,scene0383_00
1,516,108,444,rio,444,scene0187_02-scene0187_01
1,517,897,1501,scannet,327,scene0174_01
1,518,542,1466,scannet,292,scene0158_01
1,519,1180,1211,scannet,37,scene0020_00
1,520,774,1993,scannet,819,scene0457_01
1,521,64,1772,scannet,598,scene0332_01
1,522,1094,2093,scannet,919,scene0515_01
1,523,1399,1074,rio,1074,scene0437_01-scene0437_02
1,524,42,304,rio,304,scene0131_00-scene0131_02
1,525,1452,419,rio,419,scene0177_01-scene0177_00
1,526,1335,1597,scannet,423,scene0233_00
1,527,330,1191,scannet,17,scene0008_00
1,528,1181,302,rio,302,scene0128_00-scene0128_01
1,529,1054,170,rio,170,scene0072_02-scene0072_00
1,530,1516,2166,scannet,992,scene0560_00
1,531,442,212,rio,212,scene0088_03-scene0088_01
1,532,346,1031,rio,1031,scene0424_04-scene0424_01
1,533,2061,1971,scannet,797,scene0448_01
1,534,935,1146,rio,1146,scene0467_03-scene0467_01
1,535,1230,2293,scannet,1119,scene0639_00
1,536,1139,771,rio,771,scene0317_02-scene0317_03
1,537,1629,1102,rio,1102,scene0447_02-scene0447_01
1,538,960,754,rio,754,scene0312_02-scene0312_03
1,539,1270,279,rio,279,scene0121_00-scene0121_01
1,540,2022,430,rio,430,scene0183_02-scene0183_01
1,541,320,495,rio,495,scene0205_00-scene0205_02
1,542,732,116,rio,116,scene0049_01-scene0049_00
1,543,90,659,rio,659,scene0274_00-scene0274_02
1,544,626,2077,scannet,903,scene0508_00
1,545,1001,1511,scannet,337,scene0181_01
1,546,216,1574,scannet,400,scene0216_00
1,547,815,114,rio,114,scene0048_02-scene0048_01
1,548,1343,2166,scannet,992,scene0560_00
1,549,1810,1016,rio,1016,scene0423_01-scene0423_11
1,550,469,1077,rio,1077,scene0438_01-scene0438_02
1,551,2025,1986,scannet,812,scene0453_00
1,552,1090,1185,scannet,11,scene0005_00
1,553,796,306,rio,306,scene0131_02-scene0131_01
1,554,1316,323,rio,323,scene0141_01-scene0141_02
1,555,2008,393,rio,393,scene0173_01-scene0173_00
1,556,1493,2251,scannet,1077,scene0613_01
1,557,2076,1997,scannet,823,scene0460_00
1,558,1773,342,rio,342,scene0151_01-scene0151_00
1,559,804,291,rio,291,scene0124_01-scene0124_00
1,560,92,1013,rio,1013,scene0422_00-scene0422_01
1,561,1085,1221,scannet,47,scene0027_00
1,562,1055,495,rio,495,scene0205_00-scene0205_02
1,563,966,1666,scannet,492,scene0270_01
1,564,1449,751,rio,751,scene0311_01-scene0311_00
1,565,1294,1015,rio,1015,scene0423_00-scene0423_09
1,566,1193,1013,rio,1013,scene0422_00-scene0422_01
1,567,124,1056,rio,1056,scene0432_01-scene0432_00
1,568,2102,2320,scannet,1146,scene0662_02
1,569,1388,2009,scannet,835,scene0469_00
1,570,468,338,rio,338,scene0147_01-scene0147_00
1,571,471,2168,scannet,994,scene0561_01
1,572,812,670,rio,670,scene0277_00-scene0277_04
1,573,1179,1927,scannet,753,scene0419_00
1,574,1469,937,rio,937,scene0386_01-scene0386_00
1,575,824,759,rio,759,scene0313_03-scene0313_00
1,576,493,2314,scannet,1140,scene0657_00
